중산도면,단가,수량,영업납기,선급
057716,41077,100,2021-01-06,0
057717,22344,5,2021-05-17,0
057717,22344,28,2021-08-01,0
057717,22344,56,2021-09-23,0
057718,105576,28,2021-01-20,0
057718,105576,252,2021-08-03,0
057718,105576,504,2021-07-22,1
057719,15015,5,2021-07-22,0
057719,15015,22,2021-01-30,0
057719,15015,44,2021-05-18,0
057720,8416,3,2021-08-04,0
057720,8416,21,2021-02-05,1
057720,8416,42,2021-07-19,1
057721,6516,3,2021-10-29,0
057721,6516,16,2021-04-01,0
057721,6516,32,2021-01-02,0
057722,104092,13,2021-02-26,0
057722,104092,65,2021-12-25,0
057722,104092,130,2021-02-22,1
057723,77242,7,2021-10-01,1
057723,77242,14,2021-07-06,0
057723,77242,28,2021-08-27,0
057724,22344,5,2021-03-29,1
057724,22344,23,2021-01-18,0
057724,22344,46,2021-01-30,1
057725,69825,9,2021-09-02,0
057725,69825,74,2021-07-07,0
057725,69825,148,2021-01-25,0
057730,6332,3,2021-02-05,0
057730,6332,13,2021-12-25,1
057730,6332,26,2021-10-12,0
057732,86821,3,2021-07-29,0
057732,86821,7,2021-12-20,1
057732,86821,15,2021-04-19,0
057733,104092,12,2021-07-13,0
057733,104092,72,2021-12-19,1
057733,104092,144,2021-06-15,0
057739,6498,2,2021-08-28,0
057739,6498,4,2021-04-21,1
057739,6498,8,2021-08-16,0
057740,6498,3,2021-06-04,0
057740,6498,6,2021-11-22,0
057740,6498,12,2021-12-25,0
057741,15015,5,2021-12-08,0
057741,15015,22,2021-06-12,1
057741,15015,44,2021-05-08,0
057744,20470,2,2021-08-30,0
057744,20470,20,2021-07-10,0
057744,20470,40,2021-02-05,0
057746,179208,64,2021-08-06,0
057746,179208,129,2021-03-01,0
057746,179208,258,2021-10-05,0
057747,179208,67,2021-10-26,0
057747,179208,135,2021-01-10,1
057747,179208,270,2021-12-30,1
057750,179208,48,2021-08-04,0
057750,179208,97,2021-02-17,0
057750,179208,194,2021-05-26,0
057751,6498,2,2021-06-03,0
057751,6498,4,2021-07-31,0
057751,6498,8,2021-10-18,0
057752,179208,18,2021-03-19,0
057752,179208,36,2021-12-31,0
057752,179208,72,2021-05-02,0
057756,179208,23,2021-07-20,0
057756,179208,70,2021-02-02,0
057756,179208,140,2021-09-06,0
057759,179208,11,2021-02-15,0
057759,179208,23,2021-02-25,0
057759,179208,47,2021-09-17,0
057762,179208,35,2021-04-12,1
057762,179208,71,2021-02-21,0
057762,179208,142,2021-11-15,1
057766,6516,2,2021-12-16,0
057766,6516,10,2021-08-30,0
057766,6516,20,2021-05-15,0
057767,39310,7,2021-04-25,0
057767,39310,40,2021-08-30,0
057767,39310,80,2021-03-21,0
057771,104092,38,2021-07-19,1
057771,104092,193,2021-06-20,0
057771,104092,386,2021-12-16,0
057773,179208,20,2021-08-03,0
057773,179208,39,2021-04-23,1
057773,179208,78,2021-02-27,1
057774,179208,19,2021-01-12,0
057774,179208,38,2021-08-20,0
057774,179208,76,2021-10-31,0
057775,179208,8,2021-09-24,1
057775,179208,17,2021-11-30,0
057775,179208,34,2021-05-24,1
057776,17612,5,2021-12-17,0
057776,17612,25,2021-08-18,0
057776,17612,50,2021-08-15,0
057779,6498,1,2021-11-30,0
057779,6498,1,2021-06-16,0
057779,6498,3,2021-04-18,0
057783,8065,2,2021-03-20,1
057783,8065,4,2021-01-29,0
057783,8065,8,2021-11-11,0
057791,42245,8,2021-04-14,0
057791,42245,84,2021-02-17,0
057791,42245,168,2021-01-21,0
057792,104092,22,2021-03-27,0
057792,104092,108,2021-05-22,1
057792,104092,216,2021-12-12,1
057794,179208,16,2021-06-17,0
057794,179208,32,2021-05-15,0
057794,179208,64,2021-01-15,1
057795,179208,18,2021-02-03,0
057795,179208,54,2021-08-26,1
057795,179208,108,2021-01-08,1
057796,52115,2,2021-05-22,0
057796,52115,5,2021-09-19,0
057796,52115,10,2021-09-28,0
057797,6498,1,2021-11-14,0
057797,6498,3,2021-11-08,0
057797,6498,6,2021-05-22,0
057799,52115,2,2021-02-05,0
057799,52115,5,2021-02-18,0
057799,52115,11,2021-02-21,1
057801,40311,9,2021-10-31,1
057801,40311,53,2021-03-02,0
057801,40311,106,2021-08-29,0
057803,98424,10,2021-01-06,1
057803,98424,104,2021-06-14,0
057803,98424,208,2021-09-25,0
057805,8065,4,2021-09-05,0
057805,8065,7,2021-01-02,0
057805,8065,14,2021-07-07,0
057822,104092,11,2021-12-28,0
057822,104092,54,2021-04-02,0
057822,104092,108,2021-08-06,0
057823,6498,1,2021-09-09,0
057823,6498,2,2021-09-28,0
057823,6498,5,2021-02-17,0
057824,15015,6,2021-09-21,0
057824,15015,25,2021-03-19,1
057824,15015,50,2021-07-07,0
057825,6498,1,2021-04-24,1
057825,6498,2,2021-12-22,0
057825,6498,5,2021-01-21,0
057829,179208,18,2021-02-20,0
057829,179208,36,2021-05-06,0
057829,179208,73,2021-08-16,1
057835,104092,10,2021-09-15,0
057835,104092,49,2021-06-21,0
057835,104092,98,2021-12-26,0
057839,41048,8,2021-11-26,1
057839,41048,92,2021-03-06,1
057839,41048,184,2021-03-18,0
057847,6498,1,2021-07-15,1
057847,6498,2,2021-08-14,0
057847,6498,4,2021-11-21,0
057850,113012,9,2021-11-28,0
057850,113012,26,2021-04-18,1
057850,113012,52,2021-01-13,0
057851,81204,8,2021-01-31,0
057851,81204,16,2021-10-01,0
057851,81204,32,2021-05-21,0
057852,8065,2,2021-05-04,0
057852,8065,4,2021-09-14,0
057852,8065,8,2021-10-09,0
057856,106952,12,2021-12-22,0
057856,106952,48,2021-02-11,0
057856,106952,96,2021-11-22,0
057857,179208,22,2021-11-27,0
057857,179208,45,2021-03-23,0
057857,179208,90,2021-07-23,1
057867,52115,3,2021-07-21,0
057867,52115,6,2021-10-27,0
057867,52115,13,2021-07-14,0
057874,113012,9,2021-08-10,0
057874,113012,26,2021-03-10,0
057874,113012,52,2021-07-20,0
057875,31016,7,2021-06-11,0
057875,31016,98,2021-09-04,0
057875,31016,196,2021-12-02,0
057877,179208,29,2021-01-19,0
057877,179208,59,2021-02-06,0
057877,179208,119,2021-05-24,1
057878,52115,5,2021-09-23,1
057878,52115,11,2021-12-07,0
057878,52115,22,2021-12-06,0
057879,179208,13,2021-10-26,0
057879,179208,26,2021-12-02,1
057879,179208,52,2021-08-13,1
057881,6498,1,2021-11-10,0
057881,6498,3,2021-08-19,0
057881,6498,6,2021-01-22,0
057882,6498,2,2021-03-02,0
057882,6498,5,2021-01-05,0
057882,6498,10,2021-03-16,0
057883,179208,7,2021-09-15,0
057883,179208,14,2021-11-03,0
057883,179208,28,2021-05-31,0
057884,179208,16,2021-03-13,0
057884,179208,33,2021-05-31,0
057884,179208,66,2021-01-21,0
057893,6332,3,2021-06-28,0
057893,6332,11,2021-02-28,1
057893,6332,22,2021-05-16,0
057894,106952,12,2021-08-24,0
057894,106952,48,2021-05-12,0
057894,106952,96,2021-09-12,0
057896,6498,1,2021-12-17,0
057896,6498,1,2021-06-16,1
057896,6498,3,2021-04-08,0
057904,179208,12,2021-10-24,1
057904,179208,25,2021-04-26,1
057904,179208,50,2021-05-04,1
057905,179208,20,2021-03-02,1
057905,179208,60,2021-11-04,0
057905,179208,120,2021-06-07,1
057906,40323,5,2021-05-07,1
057906,40323,14,2021-10-07,1
057906,40323,28,2021-12-09,0
057907,179208,10,2021-02-07,0
057907,179208,20,2021-03-08,0
057907,179208,40,2021-08-24,1
057914,179208,8,2021-11-03,0
057914,179208,17,2021-09-25,0
057914,179208,35,2021-10-21,0
057917,81204,4,2021-09-29,0
057917,81204,8,2021-03-19,0
057917,81204,17,2021-11-10,0
057921,106952,24,2021-10-25,1
057921,106952,98,2021-05-17,0
057921,106952,196,2021-09-18,0
057922,27256,1,2021-08-23,0
057922,27256,4,2021-05-09,1
057922,27256,8,2021-12-11,0
057923,27256,3,2021-02-10,1
057923,27256,9,2021-08-08,1
057923,27256,18,2021-04-19,0
057924,27256,2,2021-10-02,0
057924,27256,5,2021-04-25,0
057924,27256,10,2021-02-10,0
057925,179208,18,2021-02-10,0
057925,179208,55,2021-08-01,1
057925,179208,110,2021-10-20,1
057926,179208,71,2021-04-02,0
057926,179208,141,2021-10-19,0
057926,179208,282,2021-10-07,0
057931,179208,11,2021-09-24,1
057931,179208,23,2021-10-18,0
057931,179208,46,2021-09-30,0
057932,179208,10,2021-04-15,0
057932,179208,29,2021-06-27,1
057932,179208,58,2021-12-28,0
057934,106952,10,2021-07-19,0
057934,106952,39,2021-06-18,0
057934,106952,78,2021-05-03,0
057944,179208,7,2021-07-07,1
057944,179208,14,2021-10-13,0
057944,179208,28,2021-08-02,0
057948,8600,3,2021-06-18,1
057948,8600,16,2021-09-05,0
057948,8600,32,2021-10-27,1
057961,179208,14,2021-03-22,0
057961,179208,28,2021-02-12,0
057961,179208,56,2021-08-25,0
057966,103554,4,2021-03-22,0
057966,103554,9,2021-01-18,0
057966,103554,18,2021-07-14,0
057967,179208,43,2021-07-28,1
057967,179208,130,2021-01-15,0
057967,179208,260,2021-04-13,0
057973,109083,7,2021-06-16,0
057973,109083,22,2021-11-23,0
057973,109083,44,2021-08-07,0
057974,81204,4,2021-03-22,0
057974,81204,8,2021-06-21,0
057974,81204,16,2021-12-24,0
057975,105576,11,2021-04-13,0
057975,105576,103,2021-07-03,1
057975,105576,206,2021-09-19,0
057978,6498,2,2021-09-10,0
057978,6498,4,2021-11-25,0
057978,6498,8,2021-06-13,0
057979,27256,2,2021-12-02,0
057979,27256,5,2021-11-27,0
057979,27256,10,2021-04-28,0
058038,8493,2,2021-10-24,0
058038,8493,4,2021-02-01,0
058038,8493,8,2021-11-22,0
058039,23740,5,2021-02-20,0
058039,23740,35,2021-09-17,0
058039,23740,70,2021-02-19,0
058040,14619,4,2021-01-29,1
058040,14619,48,2021-05-28,0
058040,14619,96,2021-09-18,0
058044,106952,10,2021-12-11,0
058044,106952,43,2021-12-05,0
058044,106952,86,2021-11-04,1
058045,246800,3,2021-09-30,0
058045,246800,7,2021-09-05,0
058045,246800,15,2021-07-17,0
058054,179208,14,2021-11-11,0
058054,179208,42,2021-08-28,0
058054,179208,84,2021-02-19,0
058060,179208,12,2021-08-27,0
058060,179208,25,2021-05-23,0
058060,179208,50,2021-10-27,0
058061,81204,8,2021-06-15,1
058061,81204,16,2021-10-15,0
058061,81204,32,2021-04-08,0
058068,6498,1,2021-12-25,0
058068,6498,3,2021-05-11,1
058068,6498,6,2021-09-03,0
058069,179208,33,2021-05-21,0
058069,179208,66,2021-02-18,1
058069,179208,132,2021-01-10,0
058070,179208,20,2021-12-01,1
058070,179208,40,2021-05-11,0
058070,179208,80,2021-01-29,0
058071,179208,6,2021-01-25,0
058071,179208,12,2021-08-27,0
058071,179208,24,2021-04-29,0
058076,27256,2,2021-04-28,0
058076,27256,5,2021-04-26,0
058076,27256,10,2021-05-04,0
058086,179208,17,2021-06-10,0
058086,179208,35,2021-02-19,0
058086,179208,70,2021-02-02,1
058087,179208,16,2021-10-27,0
058087,179208,32,2021-11-27,0
058087,179208,64,2021-05-27,1
058088,179208,22,2021-02-07,1
058088,179208,68,2021-08-03,0
058088,179208,136,2021-08-04,1
058089,179208,26,2021-06-29,1
058089,179208,80,2021-03-26,0
058089,179208,160,2021-01-31,0
058090,6498,3,2021-01-25,0
058090,6498,6,2021-09-20,0
058090,6498,12,2021-08-06,0
058091,103554,4,2021-10-28,0
058091,103554,9,2021-03-09,0
058091,103554,19,2021-09-04,0
058094,106952,14,2021-10-06,0
058094,106952,55,2021-02-09,0
058094,106952,110,2021-10-28,0
058095,6498,2,2021-08-28,0
058095,6498,3,2021-03-15,0
058095,6498,6,2021-12-05,0
058098,179208,13,2021-12-24,0
058098,179208,26,2021-08-22,1
058098,179208,53,2021-06-06,0
058099,179208,12,2021-03-27,1
058099,179208,25,2021-08-28,0
058099,179208,50,2021-06-30,0
058100,179208,38,2021-05-16,0
058100,179208,76,2021-04-18,0
058100,179208,152,2021-11-09,0
058101,179208,19,2021-07-28,1
058101,179208,37,2021-07-13,0
058101,179208,74,2021-12-31,1
058102,6498,1,2021-02-18,0
058102,6498,2,2021-04-02,0
058102,6498,4,2021-09-06,0
058103,179208,13,2021-05-07,0
058103,179208,26,2021-10-19,0
058103,179208,52,2021-01-14,0
058104,179208,9,2021-09-08,0
058104,179208,18,2021-12-06,0
058104,179208,36,2021-05-07,1
058107,6498,3,2021-10-28,1
058107,6498,5,2021-03-03,0
058107,6498,10,2021-07-20,0
058108,6498,1,2021-08-28,1
058108,6498,2,2021-03-12,0
058108,6498,4,2021-07-07,0
058109,52115,5,2021-03-15,0
058109,52115,10,2021-05-26,0
058109,52115,20,2021-03-27,0
058110,77242,7,2021-04-17,0
058110,77242,13,2021-08-18,0
058110,77242,26,2021-05-13,0
058111,77242,3,2021-01-26,0
058111,77242,7,2021-08-10,0
058111,77242,14,2021-03-13,0
058116,6516,3,2021-04-15,0
058116,6516,15,2021-01-15,1
058116,6516,30,2021-05-19,0
058117,22344,5,2021-09-25,0
058117,22344,24,2021-09-30,0
058117,22344,48,2021-07-17,0
058118,52115,6,2021-05-18,0
058118,52115,13,2021-04-23,1
058118,52115,26,2021-09-11,1
058119,77242,7,2021-09-27,1
058119,77242,14,2021-03-31,0
058119,77242,28,2021-12-24,1
058120,6498,1,2021-02-27,0
058120,6498,1,2021-03-21,0
058120,6498,2,2021-08-11,0
058126,6498,2,2021-06-11,0
058126,6498,4,2021-11-24,0
058126,6498,8,2021-01-05,1
058128,52115,5,2021-11-12,0
058128,52115,11,2021-04-17,0
058128,52115,22,2021-02-10,0
058135,6498,1,2021-01-14,0
058135,6498,2,2021-01-21,0
058135,6498,5,2021-02-25,1
058140,6498,2,2021-01-25,1
058140,6498,3,2021-09-27,0
058140,6498,6,2021-03-23,0
058148,104092,51,2021-01-19,0
058148,104092,259,2021-12-29,1
058148,104092,518,2021-07-04,0
058152,179208,117,2021-01-30,0
058152,179208,350,2021-02-17,0
058152,179208,700,2021-12-26,0
058153,13583,4,2021-07-30,0
058153,13583,21,2021-07-01,1
058153,13583,42,2021-12-08,0
058160,106952,10,2021-09-23,0
058160,106952,40,2021-03-11,0
058160,106952,80,2021-06-01,0
058161,8065,2,2021-07-19,0
058161,8065,4,2021-11-12,0
058161,8065,8,2021-06-20,0
058162,15015,6,2021-05-12,0
058162,15015,22,2021-06-19,0
058162,15015,44,2021-05-07,0
058163,6516,3,2021-03-04,0
058163,6516,16,2021-09-23,0
058163,6516,32,2021-04-14,1
058167,179208,13,2021-01-28,1
058167,179208,27,2021-09-19,0
058167,179208,55,2021-03-01,0
058168,179208,43,2021-05-13,0
058168,179208,87,2021-09-25,0
058168,179208,174,2021-03-17,1
058173,179208,21,2021-03-30,0
058173,179208,43,2021-09-13,0
058173,179208,86,2021-05-20,0
058174,179208,11,2021-12-18,0
058174,179208,22,2021-01-07,0
058174,179208,44,2021-10-21,0
058176,6498,1,2021-02-18,1
058176,6498,3,2021-02-02,0
058176,6498,6,2021-07-02,1
058177,6332,3,2021-01-05,0
058177,6332,12,2021-08-17,0
058177,6332,24,2021-07-14,0
058181,6498,3,2021-04-16,0
058181,6498,6,2021-08-14,0
058181,6498,12,2021-01-03,0
058183,6498,1,2021-03-20,0
058183,6498,3,2021-07-26,0
058183,6498,6,2021-12-27,0
058185,86821,3,2021-01-01,0
058185,86821,7,2021-11-24,0
058185,86821,15,2021-04-03,1
058186,6498,1,2021-03-25,1
058186,6498,2,2021-09-19,0
058186,6498,4,2021-07-15,1
058193,6498,1,2021-05-18,0
058193,6498,2,2021-01-08,0
058193,6498,4,2021-08-24,0
058194,179208,16,2021-06-15,0
058194,179208,47,2021-12-02,0
058194,179208,94,2021-01-03,0
058195,179208,33,2021-05-28,0
058195,179208,66,2021-12-13,1
058195,179208,133,2021-04-29,0
058201,18691,2,2021-10-19,0
058201,18691,5,2021-04-22,0
058201,18691,10,2021-05-09,0
058203,6332,2,2021-05-06,0
058203,6332,7,2021-08-21,0
058203,6332,14,2021-02-25,0
058204,179208,23,2021-09-01,1
058204,179208,46,2021-06-26,0
058204,179208,92,2021-10-07,0
058205,8416,2,2021-10-10,0
058205,8416,18,2021-03-04,0
058205,8416,36,2021-12-25,0
058206,106952,17,2021-09-20,0
058206,106952,70,2021-05-01,0
058206,106952,140,2021-01-03,0
058207,104092,20,2021-05-15,1
058207,104092,99,2021-08-25,0
058207,104092,198,2021-06-02,0
058210,33960,6,2021-04-29,0
058210,33960,45,2021-02-14,0
058210,33960,90,2021-02-04,0
058211,15218,6,2021-01-17,0
058211,15218,29,2021-11-28,0
058211,15218,58,2021-12-11,0
058215,20470,2,2021-08-18,0
058215,20470,16,2021-08-20,0
058215,20470,32,2021-03-22,1
058216,73747,5,2021-11-28,0
058216,73747,16,2021-10-02,0
058216,73747,32,2021-03-15,0
058217,9067,3,2021-05-03,0
058217,9067,23,2021-02-14,0
058217,9067,46,2021-06-04,0
058218,113012,9,2021-04-30,0
058218,113012,28,2021-04-07,0
058218,113012,56,2021-11-30,0
058220,73747,5,2021-07-20,0
058220,73747,16,2021-12-23,0
058220,73747,32,2021-10-07,0
058221,105576,11,2021-05-03,0
058221,105576,99,2021-11-27,0
058221,105576,198,2021-02-27,0
058225,52115,5,2021-02-26,0
058225,52115,11,2021-12-05,1
058225,52115,22,2021-01-13,0
058226,104092,15,2021-12-08,1
058226,104092,89,2021-12-25,0
058226,104092,178,2021-07-25,0
058227,45856,8,2021-02-18,0
058227,45856,75,2021-12-24,0
058227,45856,150,2021-12-08,0
058228,145749,10,2021-06-05,0
058228,145749,81,2021-05-16,0
058228,145749,162,2021-05-26,1
058229,8493,2,2021-09-01,0
058229,8493,4,2021-06-06,0
058229,8493,8,2021-01-07,0
058230,6498,1,2021-06-28,0
058230,6498,3,2021-02-26,0
058230,6498,7,2021-11-01,0
058232,104092,13,2021-12-21,0
058232,104092,66,2021-04-12,1
058232,104092,132,2021-02-24,0
058233,179208,21,2021-02-16,0
058233,179208,62,2021-04-04,0
058233,179208,124,2021-12-04,0
058234,179208,20,2021-12-09,0
058234,179208,40,2021-11-14,1
058234,179208,80,2021-01-23,0
058238,179208,165,2021-02-05,0
058238,179208,330,2021-08-15,0
058238,179208,660,2021-09-27,0
058241,179208,41,2021-09-08,0
058241,179208,122,2021-12-05,0
058241,179208,244,2021-07-19,0
058242,179208,5,2021-03-06,1
058242,179208,11,2021-04-06,1
058242,179208,23,2021-04-03,0
058243,12881,2,2021-10-07,0
058243,12881,4,2021-09-05,1
058243,12881,9,2021-08-02,0
058252,27256,2,2021-11-18,0
058252,27256,8,2021-09-01,0
058252,27256,16,2021-06-12,0
058255,6498,1,2021-02-11,0
058255,6498,2,2021-01-05,1
058255,6498,4,2021-01-01,0
058257,6498,3,2021-03-02,0
058257,6498,7,2021-05-03,1
058257,6498,14,2021-04-08,0
058259,104092,21,2021-11-10,1
058259,104092,106,2021-04-29,0
058259,104092,212,2021-08-05,1
058260,52115,6,2021-06-18,0
058260,52115,11,2021-02-26,0
058260,52115,22,2021-03-30,0
058261,179208,10,2021-09-21,0
058261,179208,21,2021-07-05,1
058261,179208,42,2021-02-25,1
058264,6498,1,2021-03-29,0
058264,6498,1,2021-11-01,0
058264,6498,2,2021-10-08,0
058266,81204,4,2021-05-31,0
058266,81204,8,2021-11-12,1
058266,81204,17,2021-09-16,0
058269,20470,1,2021-05-13,0
058269,20470,13,2021-01-24,0
058269,20470,26,2021-09-27,0
058277,6332,3,2021-06-19,0
058277,6332,12,2021-04-23,0
058277,6332,24,2021-04-13,0
058278,6332,3,2021-05-18,1
058278,6332,12,2021-10-27,0
058278,6332,24,2021-12-05,0
058280,179208,6,2021-02-19,0
058280,179208,12,2021-07-28,0
058280,179208,25,2021-01-24,0
058282,22344,5,2021-08-13,0
058282,22344,23,2021-08-24,0
058282,22344,46,2021-07-19,1
058283,81204,4,2021-01-18,0
058283,81204,8,2021-12-09,0
058283,81204,16,2021-07-09,1
058288,179208,60,2021-11-20,0
058288,179208,120,2021-12-12,1
058288,179208,240,2021-05-29,0
058290,103554,4,2021-05-12,0
058290,103554,9,2021-10-03,0
058290,103554,18,2021-06-11,0
058291,86821,7,2021-02-16,1
058291,86821,14,2021-02-08,0
058291,86821,28,2021-01-04,0
058301,12881,4,2021-08-04,1
058301,12881,9,2021-11-26,1
058301,12881,18,2021-02-06,0
058302,104092,104,2021-08-18,0
058302,104092,521,2021-05-17,0
058302,104092,1042,2021-11-28,1
058303,104092,64,2021-02-12,1
058303,104092,323,2021-05-20,0
058303,104092,646,2021-04-12,1
058304,109155,38,2021-10-04,0
058304,109155,266,2021-03-01,0
058304,109155,532,2021-04-21,0
058305,104092,72,2021-11-27,0
058305,104092,359,2021-04-26,0
058305,104092,718,2021-09-21,1
058307,6498,1,2021-05-19,0
058307,6498,1,2021-10-06,0
058307,6498,1,2021-06-24,0
058310,47491,7,2021-12-27,1
058310,47491,36,2021-09-20,0
058310,47491,72,2021-01-28,0
058316,6498,1,2021-12-07,0
058316,6498,2,2021-10-17,1
058316,6498,4,2021-10-15,0
058319,179208,12,2021-07-05,1
058319,179208,24,2021-03-04,0
058319,179208,48,2021-08-19,1
058320,13583,4,2021-08-28,0
058320,13583,22,2021-01-26,0
058320,13583,44,2021-12-04,0
058322,12834,4,2021-01-05,0
058322,12834,35,2021-01-03,0
058322,12834,70,2021-09-08,0
058324,27256,1,2021-01-19,0
058324,27256,1,2021-07-20,0
058324,27256,1,2021-09-04,0
058329,15218,6,2021-11-25,0
058329,15218,33,2021-05-07,0
058329,15218,66,2021-10-25,0
058330,12881,2,2021-10-04,0
058330,12881,4,2021-12-21,0
058330,12881,9,2021-04-11,0
058332,6498,2,2021-06-30,0
058332,6498,4,2021-09-14,0
058332,6498,8,2021-04-16,0
058340,179208,11,2021-08-16,0
058340,179208,22,2021-05-24,0
058340,179208,44,2021-06-19,0
058341,20470,3,2021-01-28,0
058341,20470,20,2021-12-30,0
058341,20470,40,2021-04-10,0
058345,14901,5,2021-10-31,0
058345,14901,32,2021-06-18,0
058345,14901,64,2021-10-22,0
058348,73747,6,2021-03-13,0
058348,73747,18,2021-08-16,0
058348,73747,36,2021-01-24,0
058350,6498,1,2021-05-17,0
058350,6498,3,2021-07-08,1
058350,6498,7,2021-12-13,0
058353,6498,1,2021-05-14,1
058353,6498,1,2021-12-01,1
058353,6498,3,2021-11-13,0
058354,6498,2,2021-08-09,0
058354,6498,5,2021-10-22,0
058354,6498,10,2021-02-18,1
058366,179208,25,2021-11-14,1
058366,179208,50,2021-03-03,0
058366,179208,100,2021-04-23,0
058367,9235,4,2021-11-23,0
058367,9235,39,2021-06-21,0
058367,9235,78,2021-03-25,0
058368,179208,26,2021-04-20,0
058368,179208,79,2021-06-03,1
058368,179208,158,2021-09-11,0
058369,179208,17,2021-06-23,0
058369,179208,50,2021-05-15,0
058369,179208,100,2021-07-21,0
058370,6332,2,2021-02-23,0
058370,6332,11,2021-06-02,0
058370,6332,22,2021-09-23,0
058371,8416,2,2021-08-27,0
058371,8416,14,2021-05-19,0
058371,8416,28,2021-06-29,1
058372,8416,3,2021-02-15,0
058372,8416,18,2021-11-06,1
058372,8416,36,2021-09-09,1
058378,6332,2,2021-11-27,0
058378,6332,8,2021-04-30,0
058378,6332,16,2021-07-28,0
058379,16724,4,2021-02-14,0
058379,16724,40,2021-09-02,0
058379,16724,80,2021-06-12,0
058380,14407,6,2021-12-11,1
058380,14407,89,2021-01-21,0
058380,14407,178,2021-05-02,0
058381,33960,6,2021-09-03,0
058381,33960,46,2021-07-06,0
058381,33960,92,2021-06-10,0
058382,179208,13,2021-08-31,0
058382,179208,40,2021-11-07,0
058382,179208,80,2021-12-30,0
058383,52115,3,2021-07-02,0
058383,52115,6,2021-01-09,0
058383,52115,12,2021-06-09,1
058385,113012,9,2021-04-27,0
058385,113012,27,2021-02-13,0
058385,113012,54,2021-03-29,0
058388,77242,3,2021-06-24,0
058388,77242,7,2021-10-25,1
058388,77242,14,2021-04-29,1
058390,10807,3,2021-02-24,0
058390,10807,30,2021-06-13,0
058390,10807,60,2021-10-06,0
058393,179208,5,2021-10-31,1
058393,179208,11,2021-02-26,1
058393,179208,23,2021-06-19,0
058394,18509,4,2021-11-23,1
058394,18509,53,2021-03-03,1
058394,18509,106,2021-11-14,0
058395,52115,6,2021-02-10,1
058395,52115,12,2021-08-13,0
058395,52115,24,2021-12-04,1
058396,35139,7,2021-10-20,0
058396,35139,89,2021-05-28,0
058396,35139,178,2021-06-04,1
058398,12834,4,2021-12-21,0
058398,12834,36,2021-01-25,0
058398,12834,72,2021-08-08,0
058399,6498,1,2021-03-19,0
058399,6498,3,2021-10-14,0
058399,6498,6,2021-08-20,0
058401,52115,3,2021-02-08,0
058401,52115,6,2021-07-08,0
058401,52115,13,2021-04-27,0
058402,6498,1,2021-03-31,0
058402,6498,1,2021-08-16,0
058402,6498,3,2021-02-24,0
058409,24645,4,2021-06-29,0
